tahun,provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah 
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,20-24,Perempuan,113
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,25-29,Perempuan,124
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,30-34,Perempuan,143
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,35-39,Perempuan,182
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,40-44,Perempuan,150
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,45-49,Perempuan,182
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,50-54,Perempuan,136
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,55-59,Perempuan,97
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,60-64,Perempuan,74
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,65-69,Perempuan,38
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,70-75,Perempuan,45
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,>75,Perempuan,30
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,0-4,Perempuan,67
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,05-09,Perempuan,101
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,10-14,Perempuan,111
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,15-19,Perempuan,95
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,20-24,Perempuan,97
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,25-29,Perempuan,104
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,30-34,Perempuan,151
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,35-39,Perempuan,141
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,40-44,Perempuan,147
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,45-49,Perempuan,138
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,50-54,Perempuan,90
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,55-59,Perempuan,81
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,60-64,Perempuan,61
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,65-69,Perempuan,45
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,70-75,Perempuan,32
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,>75,Perempuan,32
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,0-4,Perempuan,546
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,05-09,Perempuan,764
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,10-14,Perempuan,665
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,15-19,Perempuan,599
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,20-24,Perempuan,734
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,25-29,Perempuan,743
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,30-34,Perempuan,857
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,35-39,Perempuan,938
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,40-44,Perempuan,810
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,45-49,Perempuan,708
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,50-54,Perempuan,608
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,55-59,Perempuan,533
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,60-64,Perempuan,324
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,65-69,Perempuan,196
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,70-75,Perempuan,122
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,>75,Perempuan,144
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,0-4,Perempuan,276
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,05-09,Perempuan,440
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,10-14,Perempuan,401
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,15-19,Perempuan,384
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,20-24,Perempuan,391
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,25-29,Perempuan,359
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,30-34,Perempuan,470
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,35-39,Perempuan,562
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,40-44,Perempuan,548
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,45-49,Perempuan,529
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,50-54,Perempuan,428
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,55-59,Perempuan,299
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,60-64,Perempuan,187
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,65-69,Perempuan,162
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,70-75,Perempuan,126
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,>75,Perempuan,124
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,0-4,Perempuan,819
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,05-09,Perempuan,1393
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,10-14,Perempuan,1254
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,15-19,Perempuan,1272
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,20-24,Perempuan,1172
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,25-29,Perempuan,1148
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,30-34,Perempuan,1358
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,35-39,Perempuan,1662
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,40-44,Perempuan,1536
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,45-49,Perempuan,1394
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,50-54,Perempuan,1139
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,55-59,Perempuan,839
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,60-64,Perempuan,568
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,65-69,Perempuan,377
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,70-75,Perempuan,298
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,>75,Perempuan,227
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,0-4,Perempuan,919
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,05-09,Perempuan,1393
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,10-14,Perempuan,1206
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,15-19,Perempuan,1211
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,20-24,Perempuan,1210
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,25-29,Perempuan,1164
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,30-34,Perempuan,1411
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,35-39,Perempuan,1484
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,40-44,Perempuan,1382
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,45-49,Perempuan,1212
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,50-54,Perempuan,992
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,55-59,Perempuan,842
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,60-64,Perempuan,531
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,65-69,Perempuan,357
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,70-75,Perempuan,217
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,>75,Perempuan,178
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,0-4,Perempuan,84
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,05-09,Perempuan,156
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,10-14,Perempuan,152
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,15-19,Perempuan,145
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,20-24,Perempuan,171
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,25-29,Perempuan,164
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,30-34,Perempuan,167
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,35-39,Perempuan,225
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,40-44,Perempuan,192
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,45-49,Perempuan,193
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,50-54,Perempuan,181
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,55-59,Perempuan,150
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,60-64,Perempuan,142
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,65-69,Perempuan,98
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,70-75,Perempuan,66
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,>75,Perempuan,74
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,0-4,Perempuan,198
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,05-09,Perempuan,255
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,10-14,Perempuan,256
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,15-19,Perempuan,275
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,20-24,Perempuan,273
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,25-29,Perempuan,259
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,30-34,Perempuan,302
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,35-39,Perempuan,328
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,40-44,Perempuan,306
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,45-49,Perempuan,296
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,50-54,Perempuan,225
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,55-59,Perempuan,170
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,60-64,Perempuan,99
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,65-69,Perempuan,81
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,70-75,Perempuan,63
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,>75,Perempuan,57
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,0-4,Perempuan,687
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,05-09,Perempuan,989
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,10-14,Perempuan,826
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,15-19,Perempuan,824
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,20-24,Perempuan,813
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,25-29,Perempuan,853
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,30-34,Perempuan,985
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,35-39,Perempuan,1064
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,40-44,Perempuan,924
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,45-49,Perempuan,869
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,50-54,Perempuan,641
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,55-59,Perempuan,545
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,60-64,Perempuan,286
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,65-69,Perempuan,191
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,70-75,Perempuan,151
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,>75,Perempuan,107
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,0-4,Perempuan,742
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,05-09,Perempuan,1042
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,10-14,Perempuan,941
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,15-19,Perempuan,926
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,20-24,Perempuan,890
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,25-29,Perempuan,1015
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,30-34,Perempuan,1079
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,35-39,Perempuan,1183
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,40-44,Perempuan,1104
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,45-49,Perempuan,1023
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,50-54,Perempuan,881
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,55-59,Perempuan,619
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,60-64,Perempuan,378
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,65-69,Perempuan,193
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,70-75,Perempuan,158
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,>75,Perempuan,144
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,0-4,Perempuan,1527
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,05-09,Perempuan,2074
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,10-14,Perempuan,1842
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,15-19,Perempuan,1932
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,20-24,Perempuan,1928
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,25-29,Perempuan,1892
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,30-34,Perempuan,2217
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,35-39,Perempuan,2491
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,40-44,Perempuan,2314
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,45-49,Perempuan,2090
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,50-54,Perempuan,1669
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,55-59,Perempuan,1317
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,60-64,Perempuan,804
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,65-69,Perempuan,573
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,70-75,Perempuan,358
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,>75,Perempuan,296
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,0-4,Perempuan,1168
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,05-09,Perempuan,1698
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,10-14,Perempuan,1482
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,15-19,Perempuan,1391
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,20-24,Perempuan,1386
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,25-29,Perempuan,1555
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,30-34,Perempuan,1758
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,35-39,Perempuan,1885
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,40-44,Perempuan,1669
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,45-49,Perempuan,1370
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,50-54,Perempuan,1134
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,55-59,Perempuan,839
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,60-64,Perempuan,526
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,65-69,Perempuan,352
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,70-75,Perempuan,244
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,>75,Perempuan,132
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,0-4,Perempuan,468
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,05-09,Perempuan,625
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,10-14,Perempuan,573
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,15-19,Perempuan,570
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,20-24,Perempuan,565
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,25-29,Perempuan,613
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,30-34,Perempuan,665
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,35-39,Perempuan,745
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,40-44,Perempuan,652
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,45-49,Perempuan,591
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,50-54,Perempuan,438
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,55-59,Perempuan,373
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,60-64,Perempuan,218
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,65-69,Perempuan,168
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,70-75,Perempuan,78
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,>75,Perempuan,50
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,0-4,Perempuan,809
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,05-09,Perempuan,1119
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,10-14,Perempuan,1061
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,15-19,Perempuan,972
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,20-24,Perempuan,1042
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,25-29,Perempuan,958
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,30-34,Perempuan,1165
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,35-39,Perempuan,1324
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,40-44,Perempuan,1303
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,45-49,Perempuan,1233
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,50-54,Perempuan,928
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,55-59,Perempuan,719
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,60-64,Perempuan,463
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,65-69,Perempuan,415
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,70-75,Perempuan,359
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,>75,Perempuan,245
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,0-4,Perempuan,1319
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,05-09,Perempuan,1837
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,10-14,Perempuan,1512
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,15-19,Perempuan,1649
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,20-24,Perempuan,1589
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,25-29,Perempuan,1701
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,30-34,Perempuan,1970
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,35-39,Perempuan,2206
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,40-44,Perempuan,1888
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,45-49,Perempuan,1648
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,50-54,Perempuan,1342
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,55-59,Perempuan,1105
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,60-64,Perempuan,676
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,65-69,Perempuan,506
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,70-75,Perempuan,339
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,>75,Perempuan,245
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,0-4,Perempuan,905
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,05-09,Perempuan,1273
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,10-14,Perempuan,1055
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,15-19,Perempuan,982
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,20-24,Perempuan,983
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,25-29,Perempuan,1118
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,30-34,Perempuan,1365
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,35-39,Perempuan,1478
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,40-44,Perempuan,1343
