tahun,provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah 
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,20-24,Laki-Laki,1492
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,25-29,Laki-Laki,1313
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,30-34,Laki-Laki,1557
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,35-39,Laki-Laki,1897
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,40-44,Laki-Laki,1748
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,45-49,Laki-Laki,1718
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,50-54,Laki-Laki,1304
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,55-59,Laki-Laki,953
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,60-64,Laki-Laki,704
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,65-69,Laki-Laki,466
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,70-75,Laki-Laki,548
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,>75,Laki-Laki,292
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,0-4,Laki-Laki,2399
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,05-09,Laki-Laki,3437
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,10-14,Laki-Laki,2670
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,15-19,Laki-Laki,2795
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,20-24,Laki-Laki,2909
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,25-29,Laki-Laki,3023
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,30-34,Laki-Laki,3746
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,35-39,Laki-Laki,3869
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,40-44,Laki-Laki,3432
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,45-49,Laki-Laki,3067
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,50-54,Laki-Laki,2169
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,55-59,Laki-Laki,1646
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,60-64,Laki-Laki,1119
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,65-69,Laki-Laki,717
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,70-75,Laki-Laki,442
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,>75,Laki-Laki,289
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,0-4,Laki-Laki,2964
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,05-09,Laki-Laki,4100
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,10-14,Laki-Laki,3327
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,15-19,Laki-Laki,3332
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,20-24,Laki-Laki,3528
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,25-29,Laki-Laki,3758
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,30-34,Laki-Laki,4135
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,35-39,Laki-Laki,4373
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,40-44,Laki-Laki,3668
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,45-49,Laki-Laki,3224
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,50-54,Laki-Laki,2484
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,55-59,Laki-Laki,1963
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,60-64,Laki-Laki,1276
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,65-69,Laki-Laki,732
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,70-75,Laki-Laki,375
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,>75,Laki-Laki,225
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,0-4,Laki-Laki,2381
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,05-09,Laki-Laki,3391
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,10-14,Laki-Laki,2616
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,15-19,Laki-Laki,2620
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,20-24,Laki-Laki,2752
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,25-29,Laki-Laki,2963
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,30-34,Laki-Laki,3634
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,35-39,Laki-Laki,3828
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,40-44,Laki-Laki,3291
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,45-49,Laki-Laki,2849
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,50-54,Laki-Laki,1964
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,55-59,Laki-Laki,1576
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,60-64,Laki-Laki,996
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,65-69,Laki-Laki,665
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,70-75,Laki-Laki,385
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,>75,Laki-Laki,182
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,0-4,Laki-Laki,1279
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,05-09,Laki-Laki,1759
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,10-14,Laki-Laki,1396
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,15-19,Laki-Laki,1321
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,20-24,Laki-Laki,1476
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,25-29,Laki-Laki,1516
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,30-34,Laki-Laki,1797
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,35-39,Laki-Laki,2050
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,40-44,Laki-Laki,1766
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,45-49,Laki-Laki,1629
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,50-54,Laki-Laki,1216
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,55-59,Laki-Laki,853
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,60-64,Laki-Laki,493
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,65-69,Laki-Laki,306
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,70-75,Laki-Laki,142
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,>75,Laki-Laki,91
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,0-4,Laki-Laki,5608
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,05-09,Laki-Laki,7377
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,10-14,Laki-Laki,6150
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,15-19,Laki-Laki,6043
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,20-24,Laki-Laki,6195
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,25-29,Laki-Laki,6714
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,30-34,Laki-Laki,7902
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,35-39,Laki-Laki,8502
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,40-44,Laki-Laki,6938
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,45-49,Laki-Laki,5836
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,50-54,Laki-Laki,4361
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,55-59,Laki-Laki,3450
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,60-64,Laki-Laki,1938
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,65-69,Laki-Laki,1136
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,70-75,Laki-Laki,465
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,>75,Laki-Laki,273
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,0-4,Laki-Laki,3288
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,05-09,Laki-Laki,4298
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,10-14,Laki-Laki,3431
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,15-19,Laki-Laki,3334
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,20-24,Laki-Laki,3522
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,25-29,Laki-Laki,3798
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,30-34,Laki-Laki,4548
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,35-39,Laki-Laki,4957
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,40-44,Laki-Laki,4166
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,45-49,Laki-Laki,3575
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,50-54,Laki-Laki,2535
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,55-59,Laki-Laki,1985
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,60-64,Laki-Laki,1086
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,65-69,Laki-Laki,732
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,70-75,Laki-Laki,391
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,>75,Laki-Laki,228
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,0-4,Laki-Laki,515
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,05-09,Laki-Laki,817
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,10-14,Laki-Laki,591
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,15-19,Laki-Laki,591
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,20-24,Laki-Laki,741
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,25-29,Laki-Laki,772
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,30-34,Laki-Laki,879
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,35-39,Laki-Laki,941
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,40-44,Laki-Laki,883
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,45-49,Laki-Laki,884
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,50-54,Laki-Laki,742
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,55-59,Laki-Laki,574
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,60-64,Laki-Laki,388
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,65-69,Laki-Laki,250
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,70-75,Laki-Laki,182
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,>75,Laki-Laki,137
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,0-4,Laki-Laki,566
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,05-09,Laki-Laki,841
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,10-14,Laki-Laki,498
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,15-19,Laki-Laki,562
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,20-24,Laki-Laki,605
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,25-29,Laki-Laki,622
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,30-34,Laki-Laki,835
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,35-39,Laki-Laki,1074
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,40-44,Laki-Laki,973
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,45-49,Laki-Laki,726
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,50-54,Laki-Laki,542
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,55-59,Laki-Laki,486
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,60-64,Laki-Laki,349
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,65-69,Laki-Laki,337
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,70-75,Laki-Laki,288
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,>75,Laki-Laki,187
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,0-4,Laki-Laki,972
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,05-09,Laki-Laki,1194
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,10-14,Laki-Laki,1013
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,15-19,Laki-Laki,1239
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,20-24,Laki-Laki,1297
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,25-29,Laki-Laki,1289
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,30-34,Laki-Laki,1493
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,35-39,Laki-Laki,1637
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,40-44,Laki-Laki,1532
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,45-49,Laki-Laki,1533
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,50-54,Laki-Laki,1209
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,55-59,Laki-Laki,892
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,60-64,Laki-Laki,631
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,65-69,Laki-Laki,423
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,70-75,Laki-Laki,330
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,>75,Laki-Laki,277
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,0-4,Laki-Laki,990
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,05-09,Laki-Laki,1421
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,10-14,Laki-Laki,971
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,15-19,Laki-Laki,1102
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,20-24,Laki-Laki,1112
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,25-29,Laki-Laki,1252
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,30-34,Laki-Laki,1618
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,35-39,Laki-Laki,1772
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,40-44,Laki-Laki,1548
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,45-49,Laki-Laki,1466
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,50-54,Laki-Laki,1107
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,55-59,Laki-Laki,826
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,60-64,Laki-Laki,640
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,65-69,Laki-Laki,547
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,70-75,Laki-Laki,427
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,>75,Laki-Laki,275
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,0-4,Laki-Laki,861
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,05-09,Laki-Laki,1189
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,10-14,Laki-Laki,755
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,15-19,Laki-Laki,812
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,20-24,Laki-Laki,899
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,25-29,Laki-Laki,1049
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,30-34,Laki-Laki,1358
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,35-39,Laki-Laki,1665
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,40-44,Laki-Laki,1369
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,45-49,Laki-Laki,1202
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,50-54,Laki-Laki,887
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,55-59,Laki-Laki,587
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,60-64,Laki-Laki,460
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,65-69,Laki-Laki,391
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,70-75,Laki-Laki,288
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,>75,Laki-Laki,197
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,0-4,Laki-Laki,1338
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,05-09,Laki-Laki,1901
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,10-14,Laki-Laki,1306
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,15-19,Laki-Laki,1278
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,20-24,Laki-Laki,1523
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,25-29,Laki-Laki,1641
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,30-34,Laki-Laki,2201
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,35-39,Laki-Laki,2454
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,40-44,Laki-Laki,2062
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,45-49,Laki-Laki,1721
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,50-54,Laki-Laki,1289
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,55-59,Laki-Laki,1058
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,60-64,Laki-Laki,793
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,65-69,Laki-Laki,702
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,70-75,Laki-Laki,466
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,>75,Laki-Laki,283
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,0-4,Laki-Laki,1462
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,05-09,Laki-Laki,1983
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,10-14,Laki-Laki,1363
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,15-19,Laki-Laki,1475
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,20-24,Laki-Laki,1611
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,25-29,Laki-Laki,1876
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,30-34,Laki-Laki,2383
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,35-39,Laki-Laki,2625
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,40-44,Laki-Laki,2119
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,45-49,Laki-Laki,1773
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,50-54,Laki-Laki,1371
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,55-59,Laki-Laki,1121
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,60-64,Laki-Laki,777
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,65-69,Laki-Laki,553
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,70-75,Laki-Laki,365
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,>75,Laki-Laki,190
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,0-4,Laki-Laki,412
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,05-09,Laki-Laki,578
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,10-14,Laki-Laki,480
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,15-19,Laki-Laki,609
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,20-24,Laki-Laki,658
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,25-29,Laki-Laki,658
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,30-34,Laki-Laki,695
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,35-39,Laki-Laki,761
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,40-44,Laki-Laki,726
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,45-49,Laki-Laki,651
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,50-54,Laki-Laki,595
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,55-59,Laki-Laki,529
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,60-64,Laki-Laki,390
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,65-69,Laki-Laki,279
