tahun,nama_provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,0-4,Laki-laki,321
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,0-4,Laki-laki,312
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,0-4,Laki-laki,80
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,0-4,Laki-laki,127
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,0-4,Laki-laki,221
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,0-4,Laki-laki,119
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,0-4,Laki-laki,99
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,0-4,Laki-laki,623
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,0-4,Laki-laki,765
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,0-4,Laki-laki,616
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,0-4,Laki-laki,387
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,0-4,Laki-laki,945
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,0-4,Laki-laki,486
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,0-4,Laki-laki,1299
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,0-4,Laki-laki,949
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,0-4,Laki-laki,638
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,0-4,Laki-laki,1368
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0-4,Laki-laki,966
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,0-4,Laki-laki,1348
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0-4,Laki-laki,1117
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0-4,Laki-laki,1520
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0-4,Laki-laki,903
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0-4,Laki-laki,1591
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,0-4,Laki-laki,1084
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,0-4,Laki-laki,1454
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,0-4,Laki-laki,326
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,0-4,Laki-laki,357
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,0-4,Laki-laki,1103
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,0-4,Laki-laki,1388
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,0-4,Laki-laki,751
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,0-4,Laki-laki,824
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,0-4,Laki-laki,1030
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,0-4,Laki-laki,1669
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,0-4,Laki-laki,973
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,0-4,Laki-laki,1172
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,0-4,Laki-laki,1044
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0-4,Laki-laki,391
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,0-4,Laki-laki,155
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,0-4,Laki-laki,610
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,0-4,Laki-laki,132
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,0-4,Laki-laki,861
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,0-4,Laki-laki,930
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,0-4,Laki-laki,1845
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,0-4,Laki-laki,1741
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0-4,Laki-laki,985
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,0-4,Laki-laki,580
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,0-4,Laki-laki,1768
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0-4,Laki-laki,1183
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,0-4,Laki-laki,919
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0-4,Laki-laki,1840
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,0-4,Laki-laki,4828
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,0-4,Laki-laki,595
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,0-4,Laki-laki,1578
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,0-4,Laki-laki,3589
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,0-4,Laki-laki,1828
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,0-4,Laki-laki,1869
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,0-4,Laki-laki,2902
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,0-4,Laki-laki,2066
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,0-4,Laki-laki,1500
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,0-4,Laki-laki,2718
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,0-4,Laki-laki,3129
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,0-4,Laki-laki,2376
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,0-4,Laki-laki,1610
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,0-4,Laki-laki,3852
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,0-4,Laki-laki,3216
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,0-4,Laki-laki,1836
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,0-4,Laki-laki,2068
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,0-4,Laki-laki,2243
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,0-4,Laki-laki,2470
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,0-4,Laki-laki,2947
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,0-4,Laki-laki,1446
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,0-4,Laki-laki,4243
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,0-4,Laki-laki,1698
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,0-4,Laki-laki,1936
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,0-4,Laki-laki,3623
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,0-4,Laki-laki,1627
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,0-4,Laki-laki,4140
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,0-4,Laki-laki,1141
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,0-4,Laki-laki,1341
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,0-4,Laki-laki,1923
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,0-4,Laki-laki,1508
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,0-4,Laki-laki,3131
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,0-4,Laki-laki,3665
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,0-4,Laki-laki,2950
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,0-4,Laki-laki,1587
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,0-4,Laki-laki,6979
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,0-4,Laki-laki,4077
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,0-4,Laki-laki,702
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,0-4,Laki-laki,769
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,0-4,Laki-laki,1230
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,0-4,Laki-laki,1309
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,0-4,Laki-laki,1118
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,0-4,Laki-laki,1792
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,0-4,Laki-laki,1799
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,0-4,Laki-laki,586
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,0-4,Laki-laki,890
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,0-4,Laki-laki,682
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,0-4,Laki-laki,495
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,0-4,Laki-laki,266
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,0-4,Laki-laki,744
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,0-4,Laki-laki,231
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,0-4,Laki-laki,453
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,0-4,Laki-laki,458
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,0-4,Laki-laki,1196
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,0-4,Laki-laki,967
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,0-4,Laki-laki,1117
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,0-4,Laki-laki,965
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,0-4,Laki-laki,1444
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,0-4,Laki-laki,1322
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,0-4,Laki-laki,956
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,0-4,Laki-laki,957
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,0-4,Laki-laki,109
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,0-4,Laki-laki,653
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,0-4,Laki-laki,2515
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,0-4,Laki-laki,1960
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,0-4,Laki-laki,1979
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,0-4,Laki-laki,1129
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,0-4,Laki-laki,2601
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,0-4,Laki-laki,2035
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,0-4,Laki-laki,1517
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,0-4,Laki-laki,3397
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,0-4,Laki-laki,3571
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,0-4,Laki-laki,4332
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,0-4,Laki-laki,2590
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,0-4,Laki-laki,3194
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,0-4,Laki-laki,2992
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,0-4,Laki-laki,847
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,0-4,Laki-laki,1342
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,0-4,Laki-laki,1429
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,0-4,Laki-laki,1435
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,0-4,Laki-laki,1102
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,0-4,Laki-laki,2739
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,0-4,Laki-laki,1928
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,0-4,Laki-laki,1450
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,0-4,Laki-laki,2002
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,0-4,Laki-laki,1801
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,0-4,Laki-laki,1086
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,0-4,Laki-laki,641
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,0-4,Laki-laki,796
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,0-4,Laki-laki,1729
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,0-4,Laki-laki,1715
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,0-4,Laki-laki,1773
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,0-4,Laki-laki,1111
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,0-4,Laki-laki,1345
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,0-4,Laki-laki,123
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,0-4,Laki-laki,77
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,0-4,Laki-laki,733
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,0-4,Laki-laki,441
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,0-4,Laki-laki,1324
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,0-4,Laki-laki,1281
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,0-4,Laki-laki,118
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,0-4,Laki-laki,279
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,0-4,Laki-laki,955
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,0-4,Laki-laki,1001
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,0-4,Laki-laki,2078
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,0-4,Laki-laki,1656
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,0-4,Laki-laki,647
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,0-4,Laki-laki,1070
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,0-4,Laki-laki,1728
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,0-4,Laki-laki,1264
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,0-4,Laki-laki,1862
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,0-4,Laki-laki,2802
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,0-4,Laki-laki,1664
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,0-4,Laki-laki,2235
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,0-4,Laki-laki,2021
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,0-4,Laki-laki,2570
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,0-4,Laki-laki,1812
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,0-4,Laki-laki,1946
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,0-4,Laki-laki,1960
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,0-4,Laki-laki,1916
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,0-4,Laki-laki,2198
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,0-4,Laki-laki,1523
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,0-4,Laki-laki,1987
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,0-4,Laki-laki,995
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,0-4,Laki-laki,1180
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,0-4,Laki-laki,72
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,0-4,Laki-laki,330
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,0-4,Laki-laki,569
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,0-4,Laki-laki,111
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,0-4,Laki-laki,204
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,0-4,Laki-laki,130
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,0-4,Laki-laki,194
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,0-4,Laki-laki,493
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,0-4,Laki-laki,1732
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,0-4,Laki-laki,1600
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,0-4,Laki-laki,948
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,0-4,Laki-laki,2059
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,0-4,Laki-laki,879
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,0-4,Laki-laki,1286
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,0-4,Laki-laki,889
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,0-4,Laki-laki,555
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,0-4,Laki-laki,2837
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,0-4,Laki-laki,2717
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,0-4,Laki-laki,1713
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,0-4,Laki-laki,2504
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,0-4,Laki-laki,1897
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,0-4,Laki-laki,1606
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,0-4,Laki-laki,1366
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,0-4,Laki-laki,2237
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,0-4,Laki-laki,2484
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,0-4,Laki-laki,1619
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,0-4,Laki-laki,2024
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,0-4,Laki-laki,1439
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,0-4,Laki-laki,1352
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,0-4,Laki-laki,1175
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,0-4,Laki-laki,863
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,0-4,Laki-laki,760
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,0-4,Laki-laki,1582
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,0-4,Laki-laki,1547
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,0-4,Laki-laki,1929
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,0-4,Laki-laki,1799
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,0-4,Laki-laki,1198
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,0-4,Laki-laki,1688
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,0-4,Laki-laki,1835
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,0-4,Laki-laki,1390
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,0-4,Laki-laki,1403
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,0-4,Laki-laki,1731
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,0-4,Laki-laki,358
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,0-4,Laki-laki,1058
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,0-4,Laki-laki,1366
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,0-4,Laki-laki,2601
