tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,agama,jumlah
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,Islam,8033
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,Islam,26200
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,Islam,30795
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,Islam,15820
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,Islam,17422
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Islam,23980
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Islam,38126
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Islam,23305
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,Islam,27809
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Islam,26656
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,Islam,8512
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,Islam,2523
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Islam,14063
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,Islam,2778
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Islam,23232
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Islam,21256
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Islam,39508
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Islam,38631
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Islam,22801
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Islam,12681
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Islam,38155
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Islam,24553
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,Islam,20330
2017,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Islam,40888
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Islam,88678
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Islam,9124
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Islam,17019
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Islam,36845
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,Islam,17077
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Islam,37938
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Islam,52712
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Islam,38002
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Islam,30152
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Islam,52199
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Islam,49343
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Islam,47708
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,Islam,32768
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,Islam,74219
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,Islam,65628
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Islam,38505
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,Islam,38678
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Islam,43391
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,Islam,48267
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,Islam,57285
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,Islam,29916
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,Islam,82672
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Islam,37386
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,Islam,43498
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,Islam,70103
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Islam,20199
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Islam,68096
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,Islam,23581
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Islam,16027
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Islam,29685
2017,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Islam,21484
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Islam,53088
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Islam,68924
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Islam,56802
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Islam,31869
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,Islam,130722
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Islam,71944
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Islam,13432
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Islam,9232
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Islam,23624
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Islam,17252
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Islam,16489
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Islam,19583
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Islam,29078
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Islam,8845
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,Islam,16709
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,Islam,11188
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,Islam,7058
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Islam,3628
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Islam,14823
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,Islam,1686
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Islam,7396
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,Islam,7553
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,Islam,21918
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,Islam,11682
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Islam,16421
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,Islam,14313
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Islam,24722
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,Islam,21819
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Islam,14458
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,Islam,13251
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,Islam,1303
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,Islam,9588
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Islam,50220
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Islam,41654
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Islam,40705
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Islam,24503
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Islam,39111
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Islam,34515
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Islam,26365
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,Islam,63653
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,Islam,73203
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Islam,74000
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,Islam,50967
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Islam,52768
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,Islam,63255
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,Islam,16112
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Islam,27367
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,Islam,29148
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Islam,32019
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Islam,23167
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Islam,47904
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Islam,36264
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Islam,30776
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Islam,40676
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Islam,38723
2017,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Islam,19070
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Islam,17467
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Islam,20779
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Islam,38680
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Islam,38809
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Islam,38936
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Islam,25853
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Islam,32905
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Islam,2645
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Islam,1757
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Islam,14854
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Islam,9288
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Islam,29806
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Islam,29023
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Islam,3040
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Islam,5993
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Islam,20807
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Islam,23466
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Islam,47257
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Islam,36704
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Islam,14443
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Islam,25259
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Islam,40495
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Islam,26661
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Islam,41924
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Islam,63704
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Islam,39720
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Islam,47824
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Islam,44629
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Islam,55007
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Islam,41972
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Islam,41979
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Islam,45254
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Islam,42894
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Islam,52524
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Islam,36960
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Islam,45917
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Islam,23252
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Islam,28535
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Islam,2266
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Islam,8777
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Islam,14969
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Islam,2542
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Islam,5341
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Islam,2755
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Islam,5172
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Islam,12462
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Islam,41982
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Islam,37116
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,Islam,21091
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,Islam,45625
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,Islam,19956
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Islam,29932
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Islam,21901
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,Islam,11232
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Islam,64650
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Islam,59916
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Islam,39426
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Islam,57514
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Islam,41326
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Islam,39158
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Islam,27910
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Islam,54501
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Islam,55105
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Islam,37874
2017,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Islam,44558
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Islam,34529
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Islam,30316
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Islam,27098
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Islam,20271
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Islam,17141
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Islam,35977
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Islam,29666
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Islam,44326
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Islam,41514
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Islam,27120
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Islam,37356
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Islam,32079
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,Islam,29892
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Islam,27005
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Islam,35244
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Islam,6965
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Islam,21674
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Islam,31004
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Islam,55719
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Islam,37270
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Islam,52343
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Islam,34944
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Islam,46620
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Islam,25668
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Islam,50003
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Islam,30815
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Islam,39900
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Islam,32707
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,Islam,37082
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,Islam,24924
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Islam,40593
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,Islam,42491
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,Islam,44236
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,Islam,92660
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Islam,28991
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Islam,102402
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Islam,59959
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Islam,93929
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Islam,27033
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Islam,60887
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Islam,57772
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Islam,61249
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Islam,74089
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Islam,68360
2017,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Islam,27427
