tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,Belum / Tidak Bekerja,3103
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Belum / Tidak Bekerja,3335
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Belum / Tidak Bekerja,5664
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Belum / Tidak Bekerja,3357
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,Belum / Tidak Bekerja,4075
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Belum / Tidak Bekerja,3742
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,Belum / Tidak Bekerja,1432
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,Belum / Tidak Bekerja,440
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Belum / Tidak Bekerja,2171
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,Belum / Tidak Bekerja,495
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Belum / Tidak Bekerja,2989
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Belum / Tidak Bekerja,2909
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Belum / Tidak Bekerja,6385
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Belum / Tidak Bekerja,5960
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Belum / Tidak Bekerja,3308
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Belum / Tidak Bekerja,2205
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Belum / Tidak Bekerja,6308
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Belum / Tidak Bekerja,3966
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,Belum / Tidak Bekerja,3371
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Belum / Tidak Bekerja,7171
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Belum / Tidak Bekerja,17853
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Belum / Tidak Bekerja,1958
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Belum / Tidak Bekerja,5049
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Belum / Tidak Bekerja,11740
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,Belum / Tidak Bekerja,5527
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Belum / Tidak Bekerja,8029
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Belum / Tidak Bekerja,9892
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Belum / Tidak Bekerja,7343
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Belum / Tidak Bekerja,6354
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Belum / Tidak Bekerja,10727
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Belum / Tidak Bekerja,11416
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Belum / Tidak Bekerja,8850
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,Belum / Tidak Bekerja,6589
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,Belum / Tidak Bekerja,14499
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,Belum / Tidak Bekerja,12690
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Belum / Tidak Bekerja,6929
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,Belum / Tidak Bekerja,7267
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Belum / Tidak Bekerja,8555
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,Belum / Tidak Bekerja,9473
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,Belum / Tidak Bekerja,11474
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,Belum / Tidak Bekerja,4445
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,Belum / Tidak Bekerja,15778
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Belum / Tidak Bekerja,6549
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,Belum / Tidak Bekerja,7084
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,Belum / Tidak Bekerja,13432
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Belum / Tidak Bekerja,6088
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Belum / Tidak Bekerja,14162
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,Belum / Tidak Bekerja,4889
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Belum / Tidak Bekerja,4542
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Belum / Tidak Bekerja,6306
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Belum / Tidak Bekerja,5418
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Belum / Tidak Bekerja,11104
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Belum / Tidak Bekerja,12821
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Belum / Tidak Bekerja,10967
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Belum / Tidak Bekerja,5126
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,Belum / Tidak Bekerja,24809
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Belum / Tidak Bekerja,14400
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Belum / Tidak Bekerja,2690
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Belum / Tidak Bekerja,2269
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Belum / Tidak Bekerja,4724
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Belum / Tidak Bekerja,4520
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Belum / Tidak Bekerja,4069
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Belum / Tidak Bekerja,5599
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Belum / Tidak Bekerja,6396
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Belum / Tidak Bekerja,2340
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,Belum / Tidak Bekerja,3164
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,Belum / Tidak Bekerja,2587
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,Belum / Tidak Bekerja,2109
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Belum / Tidak Bekerja,984
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Belum / Tidak Bekerja,3055
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,Belum / Tidak Bekerja,917
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Belum / Tidak Bekerja,2363
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,Belum / Tidak Bekerja,1777
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,Belum / Tidak Bekerja,4230
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,Belum / Tidak Bekerja,3600
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Belum / Tidak Bekerja,4464
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,Belum / Tidak Bekerja,3466
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Belum / Tidak Bekerja,5876
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,Belum / Tidak Bekerja,4889
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Belum / Tidak Bekerja,3280
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,Belum / Tidak Bekerja,3706
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,Belum / Tidak Bekerja,435
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,Belum / Tidak Bekerja,2442
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Belum / Tidak Bekerja,8569
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Belum / Tidak Bekerja,6255
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Belum / Tidak Bekerja,6800
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Belum / Tidak Bekerja,3881
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Belum / Tidak Bekerja,9136
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Belum / Tidak Bekerja,7855
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Belum / Tidak Bekerja,5393
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,Belum / Tidak Bekerja,12752
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,Belum / Tidak Bekerja,14481
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Belum / Tidak Bekerja,16700
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,Belum / Tidak Bekerja,9734
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Belum / Tidak Bekerja,11323
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,Belum / Tidak Bekerja,10099
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,Belum / Tidak Bekerja,2725
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Belum / Tidak Bekerja,5018
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,Belum / Tidak Bekerja,5174
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Belum / Tidak Bekerja,5447
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Belum / Tidak Bekerja,3702
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Belum / Tidak Bekerja,8992
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Belum / Tidak Bekerja,6340
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Belum / Tidak Bekerja,5275
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Belum / Tidak Bekerja,7046
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Belum / Tidak Bekerja,6707
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Belum / Tidak Bekerja,3648
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Belum / Tidak Bekerja,2333
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Belum / Tidak Bekerja,2714
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Belum / Tidak Bekerja,6109
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Belum / Tidak Bekerja,5893
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Belum / Tidak Bekerja,6016
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Belum / Tidak Bekerja,3988
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Belum / Tidak Bekerja,5353
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Belum / Tidak Bekerja,479
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Belum / Tidak Bekerja,367
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Belum / Tidak Bekerja,2428
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Belum / Tidak Bekerja,1576
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Belum / Tidak Bekerja,4867
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Belum / Tidak Bekerja,4908
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Belum / Tidak Bekerja,774
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Belum / Tidak Bekerja,847
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Belum / Tidak Bekerja,3306
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Belum / Tidak Bekerja,3481
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Belum / Tidak Bekerja,7019
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Belum / Tidak Bekerja,5832
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Belum / Tidak Bekerja,2319
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Belum / Tidak Bekerja,3783
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Belum / Tidak Bekerja,6307
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Belum / Tidak Bekerja,4646
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Belum / Tidak Bekerja,6731
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Belum / Tidak Bekerja,10450
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Belum / Tidak Bekerja,6140
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Belum / Tidak Bekerja,8314
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Belum / Tidak Bekerja,6878
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Belum / Tidak Bekerja,8648
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Belum / Tidak Bekerja,6454
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Belum / Tidak Bekerja,7092
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Belum / Tidak Bekerja,7183
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Belum / Tidak Bekerja,6358
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Belum / Tidak Bekerja,7405
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Belum / Tidak Bekerja,5702
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Belum / Tidak Bekerja,7689
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Belum / Tidak Bekerja,3709
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Belum / Tidak Bekerja,3855
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Belum / Tidak Bekerja,267
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Belum / Tidak Bekerja,1322
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Belum / Tidak Bekerja,2046
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Belum / Tidak Bekerja,445
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Belum / Tidak Bekerja,706
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Belum / Tidak Bekerja,494
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Belum / Tidak Bekerja,711
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Belum / Tidak Bekerja,1840
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Belum / Tidak Bekerja,5962
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Belum / Tidak Bekerja,6087
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,Belum / Tidak Bekerja,3230
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,Belum / Tidak Bekerja,7216
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,Belum / Tidak Bekerja,2714
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Belum / Tidak Bekerja,4767
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Belum / Tidak Bekerja,3476
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,Belum / Tidak Bekerja,1873
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Belum / Tidak Bekerja,9846
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Belum / Tidak Bekerja,9605
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Belum / Tidak Bekerja,5835
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Belum / Tidak Bekerja,9192
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Belum / Tidak Bekerja,6624
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Belum / Tidak Bekerja,5678
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Belum / Tidak Bekerja,4690
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Belum / Tidak Bekerja,7670
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Belum / Tidak Bekerja,9091
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Belum / Tidak Bekerja,5816
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Belum / Tidak Bekerja,6512
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Belum / Tidak Bekerja,5901
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Belum / Tidak Bekerja,4089
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Belum / Tidak Bekerja,4843
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Belum / Tidak Bekerja,3186
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Belum / Tidak Bekerja,2743
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Belum / Tidak Bekerja,5856
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Belum / Tidak Bekerja,5559
