tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,kewarganegaraan,jenis_kelamin,jumlah
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,WNI,Laki-laki,5005
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNI,Laki-laki,2338
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNI,Laki-laki,8157
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,WNI,Laki-laki,1837
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNI,Laki-laki,12819
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNI,Laki-laki,11502
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNI,Laki-laki,20664
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNI,Laki-laki,20620
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNI,Laki-laki,13282
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNI,Laki-laki,7231
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNI,Laki-laki,21813
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNI,Laki-laki,13617
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,WNI,Laki-laki,11290
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNI,Laki-laki,23181
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNI,Laki-laki,57391
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNI,Laki-laki,6406
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNI,Laki-laki,17598
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNI,Laki-laki,45938
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Laki-laki,24565
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Laki-laki,20937
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Laki-laki,34933
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Laki-laki,22833
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Laki-laki,18315
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Laki-laki,31642
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Laki-laki,40656
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Laki-laki,26617
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,WNI,Laki-laki,18239
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Laki-laki,40507
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,WNI,Laki-laki,34895
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Laki-laki,20950
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Laki-laki,21650
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Laki-laki,23092
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,WNI,Laki-laki,26264
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Laki-laki,31720
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Laki-laki,13859
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Laki-laki,42663
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Laki-laki,20428
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Laki-laki,20324
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Laki-laki,39861
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Laki-laki,20978
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Laki-laki,46027
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Laki-laki,14730
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Laki-laki,18522
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Laki-laki,26309
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Laki-laki,19579
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Laki-laki,36190
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Laki-laki,40792
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Laki-laki,36034
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Laki-laki,18693
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Laki-laki,77961
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Laki-laki,44501
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Laki-laki,10384
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Laki-laki,9808
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Laki-laki,17195
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Laki-laki,17554
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Laki-laki,13947
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Laki-laki,22392
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Laki-laki,23156
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Laki-laki,8761
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Laki-laki,11169
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Laki-laki,10204
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Laki-laki,7445
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Laki-laki,4363
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Laki-laki,10593
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Laki-laki,4418
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Laki-laki,6614
