tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,kewarganegaraan,jenis_kelamin,jumlah
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNI,Laki-laki,24484
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNI,Laki-laki,23498
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNI,Laki-laki,13426
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNI,Laki-laki,21800
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNI,Laki-laki,24060
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,WNI,Laki-laki,18785
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNI,Laki-laki,15701
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNI,Laki-laki,22184
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNI,Laki-laki,5695
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNI,Laki-laki,12360
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNI,Laki-laki,19276
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNI,Laki-laki,32431
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNI,Laki-laki,20171
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNI,Laki-laki,29073
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNI,Laki-laki,19895
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNI,Laki-laki,24995
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNI,Laki-laki,13551
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNI,Laki-laki,26211
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNI,Laki-laki,15523
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNI,Laki-laki,23987
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNI,Laki-laki,20109
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,WNI,Laki-laki,19667
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,WNI,Laki-laki,13874
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,WNI,Laki-laki,22550
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,WNI,Laki-laki,23479
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,WNI,Laki-laki,23531
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,WNI,Laki-laki,48751
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,WNI,Laki-laki,16102
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,WNI,Laki-laki,53685
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,WNI,Laki-laki,32250
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,WNI,Laki-laki,49957
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,WNI,Laki-laki,16165
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,WNI,Laki-laki,32712
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,WNI,Laki-laki,33510
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,WNI,Laki-laki,34562
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,WNI,Laki-laki,40747
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNI,Laki-laki,37893
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNI,Laki-laki,16333
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNI,Laki-laki,18046
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNI,Laki-laki,19318
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,WNI,Laki-laki,19393
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,WNI,Laki-laki,14250
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,WNI,Laki-laki,26824
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,WNI,Laki-laki,17236
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,WNI,Laki-laki,24129
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,WNI,Laki-laki,35882
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,WNI,Laki-laki,36294
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,WNI,Laki-laki,24474
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,WNI,Laki-laki,21370
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,WNI,Laki-laki,20717
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,WNI,Laki-laki,13665
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,WNI,Laki-laki,13927
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,WNI,Laki-laki,12904
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNI,Laki-laki,12556
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,WNI,Laki-laki,10041
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNI,Laki-laki,13610
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNI,Laki-laki,34256
2014,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,WNI,Laki-laki,9915
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNI,Perempuan,3092
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNI,Perempuan,3181
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNI,Perempuan,1100
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNI,Perempuan,1062
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNI,Perempuan,2524
2014,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNI,Perempuan,1385
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,WNI,Perempuan,1641
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,WNI,Perempuan,9456
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,WNI,Perempuan,10718
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,WNI,Perempuan,8507
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,WNI,Perempuan,6046
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,WNI,Perempuan,12314
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,WNI,Perempuan,7835
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,WNI,Perempuan,16264
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,WNI,Perempuan,14078
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,WNI,Perempuan,9938
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,WNI,Perempuan,17273
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNI,Perempuan,12355
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNI,Perempuan,16061
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNI,Perempuan,13384
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNI,Perempuan,17840
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNI,Perempuan,11765
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNI,Perempuan,19342
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNI,Perempuan,13644
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNI,Perempuan,16773
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,WNI,Perempuan,4097
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,WNI,Perempuan,5262
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,WNI,Perempuan,13871
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,WNI,Perempuan,16962
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,WNI,Perempuan,9182
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,WNI,Perempuan,11047
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNI,Perempuan,14204
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNI,Perempuan,20231
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNI,Perempuan,12875
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,WNI,Perempuan,15033
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNI,Perempuan,13604
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,WNI,Perempuan,4909
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNI,Perempuan,2563
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNI,Perempuan,7519
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,WNI,Perempuan,1840
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNI,Perempuan,12746
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNI,Perempuan,10773
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNI,Perempuan,19356
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNI,Perempuan,19273
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNI,Perempuan,12706
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNI,Perempuan,7101
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNI,Perempuan,21696
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNI,Perempuan,12772
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,WNI,Perempuan,10359
2014,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNI,Perempuan,21777
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNI,Perempuan,50772
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNI,Perempuan,6066
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNI,Perempuan,16589
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNI,Perempuan,44374
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Perempuan,24951
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Perempuan,19968
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Perempuan,33514
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Perempuan,21826
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Perempuan,17152
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Perempuan,29554
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Perempuan,39957
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Perempuan,25368
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,WNI,Perempuan,16339
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Perempuan,38943
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,WNI,Perempuan,33532
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Perempuan,19602
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Perempuan,20262
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Perempuan,22081
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,WNI,Perempuan,24792
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Perempuan,31180
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Perempuan,13001
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Perempuan,40118
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Perempuan,19681
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Perempuan,19652
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Perempuan,38708
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Perempuan,20848
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Perempuan,42760
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Perempuan,13132
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Perempuan,19499
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Perempuan,26334
2014,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Perempuan,19863
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Perempuan,34925
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Perempuan,39419
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Perempuan,33639
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Perempuan,17248
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Perempuan,72442
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Perempuan,42816
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Perempuan,10075
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Perempuan,10034
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Perempuan,16810
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Perempuan,17474
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Perempuan,13899
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Perempuan,21753
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Perempuan,21709
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Perempuan,8823
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Perempuan,10825
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Perempuan,9964
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Perempuan,7552
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Perempuan,4550
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Perempuan,9748
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Perempuan,4633
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Perempuan,6228
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,WNI,Perempuan,6109
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNI,Perempuan,13794
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,WNI,Perempuan,11882
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNI,Perempuan,15131
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,WNI,Perempuan,10907
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNI,Perempuan,16856
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,WNI,Perempuan,17294
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNI,Perempuan,12008
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,WNI,Perempuan,13537
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNI,Perempuan,2104
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNI,Perempuan,8321
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNI,Perempuan,27794
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNI,Perempuan,21179
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNI,Perempuan,19923
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNI,Perempuan,12710
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNI,Perempuan,32794
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNI,Perempuan,24316
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNI,Perempuan,17137
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,WNI,Perempuan,37869
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,WNI,Perempuan,37275
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNI,Perempuan,45868
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,WNI,Perempuan,26197
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNI,Perempuan,38025
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,WNI,Perempuan,34528
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,WNI,Perempuan,9245
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNI,Perempuan,14233
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,WNI,Perempuan,16360
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNI,Perempuan,18785
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNI,Perempuan,12089
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNI,Perempuan,28558
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNI,Perempuan,22362
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNI,Perempuan,15372
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNI,Perempuan,22701
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,WNI,Perempuan,20991
2014,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNI,Perempuan,13469
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNI,Perempuan,10396
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,WNI,Perempuan,12164
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNI,Perempuan,20668
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,WNI,Perempuan,20190
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,WNI,Perempuan,20546
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNI,Perempuan,13271
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,WNI,Perempuan,16745
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNI,Perempuan,1817
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNI,Perempuan,1390
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNI,Perempuan,8834
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,WNI,Perempuan,5916
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNI,Perempuan,16125
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNI,Perempuan,15332
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNI,Perempuan,2401
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNI,Perempuan,3345
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNI,Perempuan,10451
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNI,Perempuan,11852
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNI,Perempuan,24825
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNI,Perempuan,17680
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNI,Perempuan,6985
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNI,Perempuan,13843
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNI,Perempuan,20558
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNI,Perempuan,13244
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNI,Perempuan,21693
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNI,Perempuan,31984
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNI,Perempuan,20248
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNI,Perempuan,23111
2014,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNI,Perempuan,23862
