tahun,nama provinsi,nama kabupaten/kota,nama kecamatan,nama kelurahan,kewarganegaraan,jenis_kelamin,jumlah
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Laki-laki,24200
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Laki-laki,22270
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Laki-laki,35378
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Laki-laki,23399
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Laki-laki,18562
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Laki-laki,32242
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Laki-laki,40913
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Laki-laki,27597
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,WNI,Laki-laki,18687
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Laki-laki,41266
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,WNI,Laki-laki,35465
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Laki-laki,21568
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Laki-laki,21906
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Laki-laki,24099
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,WNI,Laki-laki,26919
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Laki-laki,32512
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Laki-laki,12693
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Laki-laki,43499
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Laki-laki,20504
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Laki-laki,20860
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Laki-laki,40506
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Laki-laki,21271
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Laki-laki,45567
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Laki-laki,15148
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Laki-laki,18356
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Laki-laki,25775
2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Laki-laki,19182
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Laki-laki,35556
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Laki-laki,40558
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Laki-laki,35849
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Laki-laki,19645
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Laki-laki,77772
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Laki-laki,44276
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Laki-laki,10525
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Laki-laki,9965
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Laki-laki,17186
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Laki-laki,17741
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Laki-laki,14026
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Laki-laki,22479
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Laki-laki,23089
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Laki-laki,8974
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Laki-laki,11765
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Laki-laki,10339
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Laki-laki,7998
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Laki-laki,4438
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Laki-laki,10953
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Laki-laki,4487
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Laki-laki,6835
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,WNI,Laki-laki,6496
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNI,Laki-laki,15755
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,WNI,Laki-laki,12354
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNI,Laki-laki,15630
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,WNI,Laki-laki,12507
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNI,Laki-laki,19382
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,WNI,Laki-laki,18145
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNI,Laki-laki,12942
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,WNI,Laki-laki,13960
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNI,Laki-laki,2208
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNI,Laki-laki,8851
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNI,Laki-laki,28569
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNI,Laki-laki,21454
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNI,Laki-laki,21399
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNI,Laki-laki,13147
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNI,Laki-laki,33485
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNI,Laki-laki,25568
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNI,Laki-laki,17908
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,WNI,Laki-laki,40336
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,WNI,Laki-laki,40281
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNI,Laki-laki,47767
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,WNI,Laki-laki,28465
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNI,Laki-laki,37677
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,WNI,Laki-laki,36225
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,WNI,Laki-laki,9994
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNI,Laki-laki,14980
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,WNI,Laki-laki,17165
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNI,Laki-laki,19252
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNI,Laki-laki,12845
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNI,Laki-laki,29461
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNI,Laki-laki,23395
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNI,Laki-laki,16147
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNI,Laki-laki,23729
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,WNI,Laki-laki,21733
2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNI,Laki-laki,14263
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNI,Laki-laki,9906
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,WNI,Laki-laki,11993
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNI,Laki-laki,21408
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,WNI,Laki-laki,20809
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,WNI,Laki-laki,21414
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNI,Laki-laki,13560
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,WNI,Laki-laki,17447
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNI,Laki-laki,1824
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNI,Laki-laki,1466
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNI,Laki-laki,9406
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,WNI,Laki-laki,6201
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNI,Laki-laki,15897
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNI,Laki-laki,15995
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNI,Laki-laki,2268
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNI,Laki-laki,3703
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNI,Laki-laki,11084
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNI,Laki-laki,12362
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNI,Laki-laki,25656
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNI,Laki-laki,19054
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNI,Laki-laki,7775
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNI,Laki-laki,14183
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNI,Laki-laki,20806
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNI,Laki-laki,15010
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNI,Laki-laki,22361
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNI,Laki-laki,33234
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNI,Laki-laki,21099
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNI,Laki-laki,23874
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNI,Laki-laki,25585
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNI,Laki-laki,30527
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,WNI,Laki-laki,22150
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,WNI,Laki-laki,24409
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,WNI,Laki-laki,24757
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,WNI,Laki-laki,23108
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,WNI,Laki-laki,29118
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,WNI,Laki-laki,19677
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,WNI,Laki-laki,24258
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,WNI,Laki-laki,12268
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,WNI,Laki-laki,15359
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,WNI,Laki-laki,1571
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,WNI,Laki-laki,5337
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,WNI,Laki-laki,8123
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,WNI,Laki-laki,2081
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,WNI,Laki-laki,3352
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,WNI,Laki-laki,2190
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,WNI,Laki-laki,3291
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,WNI,Laki-laki,7046
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,WNI,Laki-laki,22422
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,WNI,Laki-laki,19369
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,WNI,Laki-laki,10810
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,WNI,Laki-laki,23772
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,WNI,Laki-laki,10130
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,WNI,Laki-laki,16328
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,WNI,Laki-laki,11525
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,WNI,Laki-laki,6467
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,WNI,Laki-laki,31912
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,WNI,Laki-laki,30531
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,WNI,Laki-laki,19036
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,WNI,Laki-laki,28714
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,WNI,Laki-laki,21186
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,WNI,Laki-laki,18260
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,WNI,Laki-laki,14827
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,WNI,Laki-laki,27332
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,WNI,Laki-laki,28843
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,WNI,Laki-laki,19491
2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,WNI,Laki-laki,22907
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,WNI,Laki-laki,18867
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,WNI,Laki-laki,16942
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,WNI,Laki-laki,15120
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,WNI,Laki-laki,12057
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,WNI,Laki-laki,10112
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,WNI,Laki-laki,19372
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,WNI,Laki-laki,20094
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNI,Laki-laki,24621
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNI,Laki-laki,23251
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNI,Laki-laki,13809
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNI,Laki-laki,22167
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNI,Laki-laki,24459
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,WNI,Laki-laki,18485
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNI,Laki-laki,15846
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNI,Laki-laki,22540
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNI,Laki-laki,5877
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNI,Laki-laki,12785
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNI,Laki-laki,19179
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNI,Laki-laki,31792
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNI,Laki-laki,19516
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNI,Laki-laki,28981
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNI,Laki-laki,20098
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNI,Laki-laki,25288
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNI,Laki-laki,13570
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNI,Laki-laki,25909
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNI,Laki-laki,15421
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNI,Laki-laki,23838
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNI,Laki-laki,20029
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,WNI,Laki-laki,19772
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,WNI,Laki-laki,13845
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,WNI,Laki-laki,22375
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,WNI,Laki-laki,22891
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,WNI,Laki-laki,23365
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,WNI,Laki-laki,50401
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,WNI,Laki-laki,16026
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,WNI,Laki-laki,51618
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,WNI,Laki-laki,32448
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,WNI,Laki-laki,47764
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,WNI,Laki-laki,15817
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,WNI,Laki-laki,31870
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,WNI,Laki-laki,32454
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,WNI,Laki-laki,34118
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,WNI,Laki-laki,40106
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNI,Laki-laki,36517
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNI,Laki-laki,16191
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNI,Laki-laki,17947
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNI,Laki-laki,18874
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,WNI,Laki-laki,19422
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,WNI,Laki-laki,14254
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,WNI,Laki-laki,26713
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,WNI,Laki-laki,17084
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,WNI,Laki-laki,23743
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,WNI,Laki-laki,35504
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,WNI,Laki-laki,35787
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,WNI,Laki-laki,24053
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,WNI,Laki-laki,21626
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,WNI,Laki-laki,20669
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,WNI,Laki-laki,13406
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,WNI,Laki-laki,13610
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,WNI,Laki-laki,12651
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNI,Laki-laki,12332
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,WNI,Laki-laki,10008
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNI,Laki-laki,13561
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNI,Laki-laki,34166
2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,WNI,Laki-laki,10209
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNI,Perempuan,3001
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNI,Perempuan,3165
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNI,Perempuan,1101
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNI,Perempuan,1033
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNI,Perempuan,2420
2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNI,Perempuan,1347
2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,WNI,Perempuan,1690
