tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,kewarganegaraan,jenis_kelamin,jumlah
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNI,Laki-laki,23471
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNI,Laki-laki,14475
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNI,Laki-laki,22030
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNI,Laki-laki,23532
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,WNI,Laki-laki,18905
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNI,Laki-laki,15802
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNI,Laki-laki,21954
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNI,Laki-laki,5594
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNI,Laki-laki,12732
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNI,Laki-laki,18911
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNI,Laki-laki,32381
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNI,Laki-laki,20490
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNI,Laki-laki,29367
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNI,Laki-laki,20141
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNI,Laki-laki,25304
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNI,Laki-laki,14098
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNI,Laki-laki,26910
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNI,Laki-laki,16254
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNI,Laki-laki,23662
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNI,Laki-laki,19658
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,WNI,Laki-laki,20465
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,WNI,Laki-laki,13980
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,WNI,Laki-laki,23297
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,WNI,Laki-laki,24053
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,WNI,Laki-laki,24513
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,WNI,Laki-laki,49957
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,WNI,Laki-laki,15665
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,WNI,Laki-laki,55333
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,WNI,Laki-laki,33588
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,WNI,Laki-laki,53453
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,WNI,Laki-laki,16901
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,WNI,Laki-laki,33930
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,WNI,Laki-laki,34378
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,WNI,Laki-laki,35152
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,WNI,Laki-laki,40957
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNI,Laki-laki,39370
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNI,Laki-laki,16020
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,WNI,Laki-laki,17844
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,WNI,Laki-laki,20018
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,WNI,Laki-laki,19819
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,WNI,Laki-laki,15017
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,WNI,Laki-laki,27274
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,WNI,Laki-laki,17229
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,WNI,Laki-laki,24741
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,WNI,Laki-laki,36756
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,WNI,Laki-laki,36861
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,WNI,Laki-laki,25322
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,WNI,Laki-laki,21787
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,WNI,Laki-laki,21197
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,WNI,Laki-laki,15007
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,WNI,Laki-laki,14890
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,WNI,Laki-laki,13667
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,WNI,Laki-laki,13208
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,WNI,Laki-laki,10911
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,WNI,Laki-laki,14591
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,WNI,Laki-laki,35780
2016,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,WNI,Laki-laki,10894
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNI,Perempuan,3311
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNI,Perempuan,3417
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNI,Perempuan,1228
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNI,Perempuan,1144
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNI,Perempuan,2761
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNI,Perempuan,1575
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,WNI,Perempuan,1550
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,WNI,Perempuan,9713
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,WNI,Perempuan,10786
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,WNI,Perempuan,8725
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,WNI,Perempuan,6337
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,WNI,Perempuan,12346
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,WNI,Perempuan,7923
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,WNI,Perempuan,16536
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,WNI,Perempuan,14211
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,WNI,Perempuan,10399
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,WNI,Perempuan,17045
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNI,Perempuan,12628
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNI,Perempuan,17658
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNI,Perempuan,14032
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNI,Perempuan,18418
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNI,Perempuan,11961
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNI,Perempuan,20284
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNI,Perempuan,13994
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNI,Perempuan,17762
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,WNI,Perempuan,4233
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,WNI,Perempuan,5685
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,WNI,Perempuan,14576
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,WNI,Perempuan,17824
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,WNI,Perempuan,9611
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,WNI,Perempuan,11499
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNI,Perempuan,14798
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNI,Perempuan,21667
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNI,Perempuan,13321
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,WNI,Perempuan,15841
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNI,Perempuan,14372
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,WNI,Perempuan,5137
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNI,Perempuan,2664
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNI,Perempuan,7778
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,WNI,Perempuan,2062
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNI,Perempuan,13539
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNI,Perempuan,11594
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNI,Perempuan,20674
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNI,Perempuan,20076
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNI,Perempuan,13215
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNI,Perempuan,7429
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNI,Perempuan,22868
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNI,Perempuan,13351
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,WNI,Perempuan,11157
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNI,Perempuan,23240
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNI,Perempuan,50666
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNI,Perempuan,6728
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNI,Perempuan,18979
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNI,Perempuan,43752
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Perempuan,26343
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Perempuan,20741
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Perempuan,35383
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Perempuan,22767
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Perempuan,17370
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Perempuan,29710
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Perempuan,41309
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Perempuan,26135
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,WNI,Perempuan,16432
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Perempuan,39873
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,WNI,Perempuan,34649
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Perempuan,20090
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Perempuan,21967
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Perempuan,24117
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,WNI,Perempuan,25682
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Perempuan,32451
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Perempuan,15372
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Perempuan,41418
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Perempuan,20617
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Perempuan,22218
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Perempuan,40013
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Perempuan,21175
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Perempuan,43315
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Perempuan,13594
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Perempuan,19826
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Perempuan,27694
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Perempuan,20074
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Perempuan,36887
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Perempuan,42713
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Perempuan,34510
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Perempuan,17892
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Perempuan,75521
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Perempuan,44800
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Perempuan,9850
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Perempuan,9965
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Perempuan,16801
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Perempuan,17242
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Perempuan,14023
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Perempuan,21661
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Perempuan,21777
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Perempuan,8471
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Perempuan,11076
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Perempuan,9487
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Perempuan,7637
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Perempuan,4498
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Perempuan,9942
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Perempuan,4479
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Perempuan,6184
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,WNI,Perempuan,6045
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNI,Perempuan,13719
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,WNI,Perempuan,11433
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNI,Perempuan,15149
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,WNI,Perempuan,11217
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNI,Perempuan,16686
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,WNI,Perempuan,16822
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNI,Perempuan,12011
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,WNI,Perempuan,13242
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNI,Perempuan,1969
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNI,Perempuan,8344
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNI,Perempuan,29088
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNI,Perempuan,21693
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNI,Perempuan,20805
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNI,Perempuan,13288
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNI,Perempuan,33452
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNI,Perempuan,25194
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNI,Perempuan,17767
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,WNI,Perempuan,39376
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,WNI,Perempuan,38545
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNI,Perempuan,46004
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,WNI,Perempuan,27983
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNI,Perempuan,39827
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,WNI,Perempuan,35249
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,WNI,Perempuan,9324
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNI,Perempuan,14333
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,WNI,Perempuan,16559
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNI,Perempuan,18398
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNI,Perempuan,12227
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNI,Perempuan,29301
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNI,Perempuan,23472
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNI,Perempuan,17066
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNI,Perempuan,24146
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,WNI,Perempuan,22094
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNI,Perempuan,14609
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNI,Perempuan,10883
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,WNI,Perempuan,12650
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNI,Perempuan,21302
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,WNI,Perempuan,20799
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,WNI,Perempuan,20776
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNI,Perempuan,13673
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,WNI,Perempuan,17174
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNI,Perempuan,1784
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNI,Perempuan,1490
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNI,Perempuan,9251
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,WNI,Perempuan,5733
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNI,Perempuan,16555
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNI,Perempuan,15835
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNI,Perempuan,2360
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNI,Perempuan,3474
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNI,Perempuan,10789
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNI,Perempuan,12298
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNI,Perempuan,25413
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNI,Perempuan,18549
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNI,Perempuan,7413
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNI,Perempuan,13993
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNI,Perempuan,21433
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNI,Perempuan,13843
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNI,Perempuan,22302
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNI,Perempuan,32887
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNI,Perempuan,21079
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNI,Perempuan,24453
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNI,Perempuan,24139
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNI,Perempuan,31798
