tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,jumlah
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-laki,9125
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,Laki-laki,2377
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,Laki-laki,2732
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,Laki-laki,7142
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,Laki-laki,8614
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,Laki-laki,4619
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,Laki-laki,5781
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-laki,7183
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-laki,10427
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-laki,6561
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,Laki-laki,7388
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-laki,6803
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,Laki-laki,2430
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-laki,1117
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-laki,4046
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-laki,966
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-laki,6531
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-laki,5911
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-laki,10002
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-laki,9836
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-laki,6415
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-laki,3529
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-laki,10819
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-laki,6506
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-laki,5537
2015,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-laki,11299
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-laki,33461
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-laki,3191
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-laki,9455
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-laki,22295
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-laki,12270
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-laki,10859
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-laki,18142
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-laki,11688
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-laki,8997
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-laki,15552
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-laki,20561
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-laki,13511
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,Laki-laki,9204
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-laki,19716
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,Laki-laki,17048
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-laki,10247
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-laki,12189
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-laki,11850
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,Laki-laki,12554
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-laki,17487
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,Laki-laki,7081
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,Laki-laki,20524
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-laki,10223
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,Laki-laki,10442
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-laki,19851
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-laki,10755
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-laki,23123
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-laki,8492
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-laki,9454
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-laki,14101
2015,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-laki,10287
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-laki,18084
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-laki,20774
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-laki,17940
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-laki,9794
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-laki,38483
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-laki,22374
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-laki,5113
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-laki,4927
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-laki,8746
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-laki,8824
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-laki,7363
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-laki,11094
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-laki,11877
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-laki,4179
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-laki,5398
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-laki,5025
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-laki,3831
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-laki,2241
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-laki,5182
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-laki,2168
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-laki,3456
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-laki,3148
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-laki,7287
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-laki,5900
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-laki,7406
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,Laki-laki,6090
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-laki,9511
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,Laki-laki,9123
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-laki,6251
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-laki,6633
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-laki,1074
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-laki,4049
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-laki,14425
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-laki,10652
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-laki,10231
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-laki,6563
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-laki,16988
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-laki,12864
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-laki,9016
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-laki,20191
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-laki,20053
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-laki,24132
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,Laki-laki,15845
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-laki,19833
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,Laki-laki,17909
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,Laki-laki,4764
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Laki-laki,7361
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,Laki-laki,8328
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Laki-laki,9400
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Laki-laki,6233
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-laki,15418
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-laki,12079
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-laki,8932
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-laki,11865
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-laki,10958
2015,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-laki,7397
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-laki,5040
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-laki,6044
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-laki,10685
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-laki,10048
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-laki,10363
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-laki,6798
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-laki,8578
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-laki,887
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-laki,786
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-laki,4522
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-laki,2964
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-laki,8063
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-laki,7836
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-laki,1121
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-laki,1835
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-laki,5388
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-laki,6444
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-laki,12978
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-laki,9415
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-laki,3959
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-laki,7257
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-laki,10548
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-laki,7644
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-laki,11344
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-laki,16389
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-laki,10443
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-laki,12448
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-laki,12544
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-laki,15107
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-laki,11300
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-laki,12422
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-laki,12632
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-laki,11478
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-laki,14963
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-laki,10065
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-laki,12501
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-laki,6279
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-laki,7780
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-laki,768
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-laki,2694
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-laki,4272
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-laki,978
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-laki,1550
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-laki,1039
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-laki,1614
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-laki,3527
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-laki,11400
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-laki,10017
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-laki,5417
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-laki,11786
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,Laki-laki,5626
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-laki,8236
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-laki,6115
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-laki,3345
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-laki,16490
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-laki,15962
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-laki,10072
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-laki,14507
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-laki,10686
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-laki,9556
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-laki,7558
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-laki,14482
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-laki,14619
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-laki,9832
2015,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-laki,11350
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-laki,9442
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-laki,8545
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-laki,7672
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Laki-laki,6060
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-laki,5067
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-laki,9881
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-laki,10207
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-laki,12242
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-laki,11961
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-laki,7193
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-laki,11199
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-laki,12151
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-laki,9574
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-laki,7772
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-laki,11180
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-laki,2902
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-laki,6303
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-laki,9323
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-laki,16585
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-laki,9967
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-laki,14348
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Laki-laki,10209
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Laki-laki,12301
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Laki-laki,6962
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Laki-laki,13110
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Laki-laki,7729
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Laki-laki,11882
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Laki-laki,10171
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-laki,10072
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,Laki-laki,6888
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-laki,11626
2015,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-laki,11477
